coverage,sequence_id,0,1,2,3,4,5,6,7,8,9
0.95,0,20,225,1829,11545,62094,0,0,0,0,0
0.95,1,16,80,484,2466,13056,61675,0,0,0,0
0.95,2,13,119,941,6316,38990,221713,0,0,0,0
0.95,3,21,152,1196,7820,45774,250757,0,0,0,0
0.95,4,16,171,1330,9408,59808,0,0,0,0,0
0.95,5,14,117,566,1976,6935,24316,83413,0,0,0
0.95,6,26,354,3761,33228,237165,0,0,0,0,0
0.95,7,9,70,495,3255,19319,106206,0,0,0,0
0.95,8,17,168,1651,14509,113930,0,0,0,0,0
0.95,9,18,176,1298,8777,54793,0,0,0,0,0
0.95,10,17,94,508,2442,11557,51557,0,0,0,0
0.95,11,10,75,570,4136,28239,182468,0,0,0,0
0.95,12,20,156,762,4032,19551,90662,0,0,0,0
0.95,13,18,168,1292,8934,55124,0,0,0,0,0
0.95,14,16,164,1295,8903,56990,0,0,0,0,0
0.95,15,24,166,1305,7826,42352,201089,0,0,0,0
0.95,16,27,383,3784,31096,218968,0,0,0,0,0
0.95,17,14,84,478,2523,13223,65897,0,0,0,0
0.95,18,8,64,419,2739,17303,103285,0,0,0,0
0.95,19,14,158,1413,11014,79748,0,0,0,0,0
0.95,20,18,163,1070,5784,29133,141427,0,0,0,0
0.95,21,13,81,405,1912,9139,46493,252673,0,0,0
0.95,22,28,312,2557,18746,122265,0,0,0,0,0
0.95,23,26,319,2744,21619,149932,0,0,0,0,0
0.95,24,18,153,1355,10915,81655,0,0,0,0,0
0.95,25,27,243,1897,12968,75656,0,0,0,0,0
0.95,26,12,86,626,4141,25940,153881,0,0,0,0
0.95,27,28,333,3139,27263,208990,0,0,0,0,0
0.95,28,12,104,778,5095,31027,180306,0,0,0,0
0.95,29,23,342,3906,37312,312747,0,0,0,0,0
0.95,30,10,50,304,1637,8382,39562,181144,0,0,0
0.95,31,14,100,641,3995,20086,93969,0,0,0,0
0.95,32,22,135,748,3526,15970,66575,0,0,0,0
0.95,33,24,290,2953,25252,194375,0,0,0,0,0
0.95,34,8,53,341,1923,9914,48693,228911,0,0,0
0.95,35,13,69,490,3110,17883,97065,0,0,0,0
0.95,36,21,298,3140,26148,194504,0,0,0,0,0
0.95,37,14,107,666,4374,26290,148272,0,0,0,0
0.95,38,18,177,1797,15894,126649,0,0,0,0,0
0.95,39,11,89,661,4542,28685,167546,0,0,0,0
0.95,40,12,42,246,1042,4847,22684,103911,0,0,0
0.95,41,16,156,1318,10095,69639,0,0,0,0,0
0.95,42,19,76,421,1934,8129,34600,143758,0,0,0
0.95,43,8,30,165,796,3433,14673,62053,0,0,0
0.95,44,14,91,646,3682,19487,97141,0,0,0,0
0.95,45,22,259,2146,15418,97401,0,0,0,0,0
0.95,46,5,19,108,553,2773,13583,65978,0,0,0
0.95,47,14,139,1204,9084,60090,0,0,0,0,0
0.95,48,16,159,1210,8365,52377,0,0,0,0,0
0.95,49,11,83,469,2125,8677,35401,140724,0,0,0
0.95,50,18,107,697,3455,14101,53948,0,0,0,0
0.95,51,16,147,1061,6774,41016,234418,0,0,0,0
0.95,52,9,46,242,1029,4484,18116,70105,0,0,0
0.95,53,23,252,1555,8149,40756,179556,0,0,0,0
0.95,54,6,35,260,1649,9117,46459,223317,0,0,0
0.95,55,17,157,1541,14567,116813,0,0,0,0,0
0.95,56,18,141,1127,7196,42407,225795,0,0,0,0
0.95,57,11,51,332,2039,11256,58855,0,0,0,0
0.95,58,11,78,434,2290,11681,58910,0,0,0,0
0.95,59,11,76,541,3621,22425,130551,0,0,0,0
0.95,60,13,112,916,6793,45359,282526,0,0,0,0
0.95,61,16,153,1260,9413,65327,0,0,0,0,0
0.95,62,24,384,5114,55306,0,0,0,0,0,0
0.95,63,1,16,149,1101,7468,45833,265214,0,0,0
0.95,64,17,163,1255,9722,70393,0,0,0,0,0
0.95,65,18,235,2727,25493,204890,0,0,0,0,0
0.95,66,23,334,3691,31662,232664,0,0,0,0,0
0.95,67,16,151,1068,6328,35570,180675,0,0,0,0
0.95,68,17,169,1012,5460,27402,123589,0,0,0,0
0.95,69,11,86,642,4065,24018,132725,0,0,0,0
0.95,70,8,51,298,1437,6042,24479,96906,0,0,0
0.95,71,19,194,1885,15484,115416,0,0,0,0,0
0.95,72,34,377,2658,16486,90696,0,0,0,0,0
0.95,73,25,319,3191,26158,185127,0,0,0,0,0
0.95,74,14,136,1199,9517,70451,0,0,0,0,0
0.95,75,26,439,4761,40666,299700,0,0,0,0,0
0.95,76,11,54,302,1462,6713,29191,116950,0,0,0
0.95,77,21,271,2336,16848,103101,0,0,0,0,0
0.95,78,17,57,288,1062,3757,12637,40028,120188,0,0
0.95,79,13,91,499,2573,12683,58834,0,0,0,0
0.95,80,12,86,626,4141,25940,153881,0,0,0,0
0.95,81,21,150,645,3113,13124,52473,0,0,0,0
0.95,82,21,239,2268,18270,128461,0,0,0,0,0
0.95,83,28,292,2145,13643,80120,0,0,0,0,0
0.95,84,4,26,156,877,3899,18439,79763,0,0,0
0.95,85,20,227,1763,12761,80728,0,0,0,0,0
0.95,86,11,49,190,629,2374,9117,36323,144790,0,0
0.95,87,16,106,758,3902,19136,89928,0,0,0,0
0.95,88,19,250,2806,25790,207769,0,0,0,0,0
0.95,89,14,135,1042,7407,50495,0,0,0,0,0
0.95,90,16,159,1210,8365,52377,0,0,0,0,0
0.95,91,7,50,398,2885,20675,138740,0,0,0,0
0.95,92,23,309,3452,32941,271291,0,0,0,0,0
0.95,93,16,159,1210,8365,52377,0,0,0,0,0
0.95,94,9,64,472,3053,18729,108878,0,0,0,0
0.95,95,16,130,1036,6360,35043,178552,0,0,0,0
0.95,96,13,77,511,3300,18198,93241,0,0,0,0
0.95,97,14,137,1136,8478,57396,0,0,0,0,0
0.95,98,22,282,3449,34917,309348,0,0,0,0,0
0.95,99,12,43,196,785,2646,9218,31651,108138,0,0
0.75,0,9,58,254,755,1804,4390,10809,26690,66320,0
0.75,1,7,24,84,249,918,2441,6905,17674,45747,114544
0.75,2,7,32,156,654,2556,8938,28303,83686,0,0
0.75,3,11,44,229,908,3285,10737,33524,97179,0,0
0.75,4,11,70,339,1533,6230,23733,85473,0,0,0
0.75,5,7,35,73,160,341,745,1626,3363,6827,14402
0.75,6,12,107,688,3638,16416,66459,0,0,0,0
0.75,7,6,29,136,556,1943,6081,17693,48190,124153,0
0.75,8,9,56,339,1950,10392,49996,222380,0,0,0
0.75,9,11,56,243,1001,3841,13249,43117,136376,0,0
0.75,10,7,20,76,228,735,2156,6223,16463,43049,106304
0.75,11,5,21,112,565,2774,12482,53531,0,0,0
0.75,12,11,47,117,408,1249,3736,10673,30680,86234,0
0.75,13,10,52,243,1045,3874,13222,42356,130486,0,0
0.75,14,6,41,194,809,3358,13766,55462,0,0,0
0.75,15,12,48,210,733,2250,5900,13168,27004,51791,0
0.75,16,18,150,858,4353,19447,78771,0,0,0,0
0.75,17,5,17,69,255,909,3142,10443,33148,103360,0
0.75,18,4,16,70,277,960,3229,8980,25106,64570,0
0.75,19,8,66,404,2196,10877,50502,0,0,0,0
0.75,20,7,29,102,381,1298,4696,17724,65456,0,0
0.75,21,5,10,26,78,308,1316,5667,23803,95116,0
0.75,22,17,104,516,2348,9348,32163,99144,0,0,0
0.75,23,16,117,627,3064,13102,50953,0,0,0,0
0.75,24,11,69,435,2443,12959,64229,0,0,0,0
0.75,25,15,65,315,1285,4318,12704,36874,101884,0,0
0.75,26,5,24,133,644,2886,12146,48267,181458,0,0
0.75,27,18,137,832,4757,23183,101144,0,0,0,0
0.75,28,8,40,188,725,2684,9311,31596,108738,0,0
0.75,29,17,140,1026,6234,33841,170011,0,0,0,0
0.75,30,6,21,89,302,988,2946,8319,22011,57121,0
0.75,31,6,24,103,421,1272,3594,9326,22827,52269,0
0.75,32,10,29,97,260,825,2269,6637,17325,44818,109458
0.75,33,13,112,708,3871,19209,87167,0,0,0,0
0.75,34,5,22,83,304,1038,3119,8894,23896,61108,0
0.75,35,7,30,147,636,2350,8174,25952,77804,0,0
0.75,36,11,92,622,3147,14459,59626,0,0,0,0
0.75,37,7,41,202,928,3590,12701,42270,134261,0,0
0.75,38,8,60,383,2282,12243,59187,0,0,0,0
0.75,39,7,33,134,550,2081,7621,28219,104142,0,0
0.75,40,6,12,46,96,372,1041,3102,8491,22438,58704
0.75,41,10,67,388,1979,9342,41030,167942,0,0,0
0.75,42,6,14,43,78,202,536,1421,3450,7957,17504
0.75,43,5,13,44,107,312,851,2430,6426,16550,40634
0.75,44,8,26,110,427,1457,4568,12938,34498,86178,0
0.75,45,13,78,410,1978,8545,34535,131171,0,0,0
0.75,46,1,6,21,67,233,847,2941,9726,31923,104172
0.75,47,6,32,180,839,3277,10989,33253,95715,0,0
0.75,48,9,49,223,924,3680,14121,53620,0,0,0
0.75,49,7,29,69,147,380,1095,2919,7569,19651,48719
0.75,50,10,33,107,277,607,1265,2460,4534,7823,12967
0.75,51,8,49,226,954,3819,13836,47087,155917,0,0
0.75,52,6,13,47,106,278,662,1647,4200,11651,32651
0.75,53,10,62,260,865,2730,7552,19091,44783,100382,0
0.75,54,3,9,45,160,517,1610,4695,13498,36755,96757
0.75,55,11,67,398,2517,13215,63570,0,0,0,0
0.75,56,8,42,176,632,2324,7459,22606,66545,0,0
0.75,57,6,22,101,404,1389,4299,12248,33529,87964,0
0.75,58,7,24,82,286,1051,3697,12495,41606,138032,0
0.75,59,7,35,174,784,3287,12489,42995,136833,0,0
0.75,60,8,43,250,1291,5854,24357,93967,0,0,0
0.75,61,10,59,317,1541,6929,29291,114788,0,0,0
0.75,62,13,153,1408,9986,60149,0,0,0,0,0
0.75,63,1,6,39,185,762,2950,11401,44147,163291,0
0.75,64,7,38,200,1027,4835,20137,76957,0,0,0
0.75,65,12,77,555,3348,17550,81468,0,0,0,0
0.75,66,14,115,767,3954,17187,66346,0,0,0,0
0.75,67,8,35,169,624,2080,5640,15961,44079,126046,0
0.75,68,7,43,148,474,1416,3637,9598,23415,54753,0
0.75,69,8,39,174,646,2334,7753,24728,78798,0,0
0.75,70,4,17,55,153,407,1007,2319,5655,13857,36040
0.75,71,8,58,350,1840,8853,38013,149023,0,0,0
0.75,72,20,110,368,1440,4727,13394,34722,83898,0,0
0.75,73,15,123,760,3685,15484,59737,0,0,0,0
0.75,74,8,50,299,1666,8774,43120,198361,0,0,0
0.75,75,15,158,962,4659,20667,83292,0,0,0,0
0.75,76,6,16,55,140,424,1133,2942,7134,17039,38607
0.75,77,12,108,656,3294,13265,47352,157854,0,0,0
0.75,78,7,14,40,73,149,260,412,592,913,1324
0.75,79,8,28,97,275,664,1479,3292,8156,23096,72778
0.75,80,5,24,133,644,2886,12146,48267,181458,0,0
0.75,81,9,29,67,201,487,1157,2824,7080,16744,38949
0.75,82,13,90,517,2528,11221,45622,172777,0,0,0
0.75,83,13,85,337,1382,5053,17323,56449,0,0,0
0.75,84,1,6,23,80,212,594,1527,3695,8458,19150
0.75,85,10,65,293,1292,4802,16918,56200,0,0,0
0.75,86,4,8,22,44,117,292,815,2188,5772,13431
0.75,87,7,29,112,322,1000,2743,7967,22464,63732,0
0.75,88,13,122,851,4826,24541,116493,0,0,0,0
0.75,89,6,36,187,977,4652,20632,84731,0,0,0
0.75,90,9,49,223,924,3680,14121,53620,0,0,0
0.75,91,2,11,49,230,1023,4404,18523,76077,0,0
0.75,92,15,119,839,5221,27109,122992,0,0,0,0
0.75,93,9,49,223,924,3680,14121,53620,0,0,0
0.75,94,4,19,99,472,2081,8585,33945,127376,0,0
0.75,95,6,37,174,631,2111,6578,18687,51535,0,0
0.75,96,8,29,158,663,2379,7950,24818,75319,0,0
0.75,97,8,48,262,1247,5664,24430,98932,0,0,0
0.75,98,14,112,831,5110,27758,133398,0,0,0,0
0.75,99,6,12,31,65,155,337,773,1546,3289,6585
0.5,0,6,29,73,135,223,409,734,1276,2345,4619
0.5,1,5,10,33,76,200,310,648,1045,1835,2796
0.5,2,5,17,58,186,514,1277,2894,5859,10786,18413
0.5,3,7,24,87,241,628,1422,2923,5308,9460,15682
0.5,4,7,36,134,451,1386,3982,10501,25264,55624,0
0.5,5,4,15,26,46,71,116,172,271,357,563
0.5,6,7,47,245,993,3373,10166,27984,71405,0,0
0.5,7,5,18,54,150,350,733,1333,2242,3503,5338
0.5,8,5,25,121,558,2346,8691,28642,84514,0,0
0.5,9,7,27,81,262,716,1752,3985,8663,17274,33217
0.5,10,4,11,34,77,195,394,848,1549,2886,4707
0.5,11,4,11,45,185,706,2494,8173,25075,71707,0
0.5,12,6,21,39,109,248,561,1162,2447,4512,8272
0.5,13,7,26,94,297,789,1836,3986,8359,15855,27766
0.5,14,4,15,52,172,576,1927,5933,16286,39509,81480
0.5,15,8,22,73,190,401,630,782,933,1156,1670
0.5,16,12,78,315,1209,4024,11619,29678,65348,0,0
0.5,17,3,10,34,92,262,671,1650,3725,8194,16182
0.5,18,3,7,25,78,165,401,572,1066,1544,2547
0.5,19,6,41,206,914,3503,12387,39603,115598,0,0
0.5,20,5,15,35,106,293,867,2611,7684,19791,44232
0.5,21,3,5,8,22,66,215,721,2316,6756,18194
0.5,22,11,57,202,680,1957,4570,9115,16146,25749,38281
0.5,23,10,58,224,816,2480,6711,15696,33100,62403,0
0.5,24,8,40,203,911,3831,14362,48271,147923,0,0
0.5,25,9,24,93,273,676,1561,3427,6911,13082,23057
0.5,26,4,14,52,210,785,2725,8522,24319,63365,0
0.5,27,12,74,343,1488,5283,16411,45309,112500,0,0
0.5,28,6,23,73,206,513,1259,3129,8282,21822,56193
0.5,29,10,76,413,1924,7939,29825,101709,0,0,0
0.5,30,5,12,43,106,255,519,1067,1922,3415,5652
0.5,31,5,15,49,145,291,610,1117,1899,2913,4465
0.5,32,6,12,33,73,197,404,950,1754,3310,5568
0.5,33,9,55,260,1080,3963,13115,39206,106276,0,0
0.5,34,4,13,40,117,276,568,1095,1971,3276,5310
0.5,35,6,19,68,209,526,1267,2814,5677,10488,18034
0.5,36,8,44,216,845,2937,8793,23233,55423,0,0
0.5,37,6,28,102,333,928,2320,5325,11428,22030,39100
0.5,38,5,25,136,653,2716,9878,31592,88137,0,0
0.5,39,5,14,41,123,379,1113,3249,9222,24824,63344
0.5,40,4,5,22,27,93,169,355,604,1081,1962
0.5,41,8,42,186,770,2823,9255,27258,71797,0,0
0.5,42,3,6,12,14,28,56,113,168,300,424
0.5,43,4,7,20,34,85,174,368,655,1153,1849
0.5,44,6,13,43,117,303,668,1280,2173,3496,5427
0.5,45,8,43,180,682,2289,7179,20206,51722,0,0
0.5,46,1,3,8,19,53,155,422,1105,2885,7037
0.5,47,4,15,62,220,569,1177,2332,4534,9387,20125
0.5,48,4,20,70,220,684,2038,5890,15491,36155,73227
0.5,49,5,11,14,22,60,132,235,417,765,1299
0.5,50,6,20,36,60,99,141,185,206,192,174
0.5,51,6,28,98,306,903,2328,5633,12949,27577,54009
0.5,52,5,6,16,24,53,95,183,343,738,1555
0.5,53,6,31,109,266,627,1296,2376,3899,5891,8152
0.5,54,2,5,14,33,77,186,410,811,1408,2324
0.5,55,8,36,179,858,3258,10748,32346,83797,0,0
0.5,56,5,16,48,138,348,766,1586,3304,6921,14633
0.5,57,5,13,50,135,301,619,1205,2174,3653,5614
0.5,58,4,11,28,78,234,644,1723,4517,11351,26238
0.5,59,6,23,85,285,843,2091,4629,9064,16026,25193
0.5,60,6,26,120,497,1632,4719,12433,29763,64660,0
0.5,61,7,28,115,451,1588,5080,14500,37624,89433,0
0.5,62,10,90,630,3352,14879,57322,0,0,0,0
0.5,63,1,3,13,50,158,477,1451,4153,10806,24778
0.5,64,5,17,63,242,861,2569,7103,17783,41170,89023
0.5,65,7,35,212,982,4012,13355,38356,94880,0,0
0.5,66,10,56,285,1063,3299,8793,20166,40276,73732,0
0.5,67,3,15,63,131,295,516,1057,2104,4478,9283
0.5,68,3,19,48,108,230,414,755,1082,1793,2857
0.5,69,6,21,70,188,479,1154,2680,6231,14552,33224
0.5,70,3,9,18,45,81,147,218,414,695,1265
0.5,71,6,28,128,486,1660,4920,12906,30720,65879,0
0.5,72,12,41,106,337,823,1624,2980,5019,7593,10239
0.5,73,10,63,286,981,2922,7476,17918,38961,78234,0
0.5,74,6,27,131,594,2479,9527,32998,106219,0,0
0.5,75,10,74,289,1032,3337,9363,22559,47805,92923,0
0.5,76,5,10,25,56,125,245,470,800,1318,1917
0.5,77,9,72,375,1389,3958,9773,22179,48029,97930,0
0.5,78,5,7,11,14,22,20,21,17,14,9
0.5,79,6,16,39,68,103,144,221,426,962,2366
0.5,80,4,14,52,210,785,2725,8522,24319,63365,0
0.5,81,4,10,19,49,73,140,253,486,751,1163
0.5,82,9,45,182,651,2193,6617,17914,44810,102139,0
0.5,83,9,39,116,389,1062,2749,6354,12810,23429,40178
0.5,84,1,4,7,23,39,67,92,125,141,193
0.5,85,7,32,105,329,833,2005,4627,10386,22438,46840
0.5,86,3,5,9,14,28,48,106,213,348,491
0.5,87,5,11,38,79,182,347,709,1387,2803,5741
0.5,88,9,65,345,1498,5476,17695,49051,122316,0,0
0.5,89,4,17,72,301,1138,3794,11350,29391,64658,0
0.5,90,4,20,70,220,684,2038,5890,15491,36155,73227
0.5,91,2,5,15,51,161,573,1895,6035,17509,46135
0.5,92,10,60,322,1535,5677,18337,53763,0,0,0
0.5,93,4,20,70,220,684,2038,5890,15491,36155,73227
0.5,94,4,12,43,172,608,2029,6255,17668,45665,107989
0.5,95,5,19,54,138,343,763,1528,3190,6534,13118
0.5,96,6,16,76,234,666,1590,3467,7082,13647,23172
0.5,97,5,23,101,393,1377,4464,13109,34728,83511,0
0.5,98,9,61,334,1485,5878,20494,61906,0,0,0
0.5,99,4,7,13,20,38,51,85,114,179,230
